,Year,Organization,Type,Designation,Standing,Allocation
1939,2016,Hermanos Unidos,SISG,Cultural & Identity/Cultural & Ethnic RSO,11,1800.0
1940,2016,Hispanic Engineers and Scientists,SISG,Academic RSO,2,500.0
1941,2016,Hmong Student Association at Berkeley,SISG,Cultural & Identity/International RSO,9,1800.0
1942,2016,Homeless Student Union ,SISG,Service RSO,1,0.0
1943,2016,Humanity First at Berkeley,SISG,Service RSO,2,600.0
1944,2016,"iHeart (international Health, Education, Advocacy, Research, and Training)",SISG,Service RSO,2,0.0
1945,2016,InnoWorks of Berkeley,SISG,Service RSO,2,600.0
1946,2016,Inside the Living Room,SISG,Service RSO,7,400.0
1947,2016,La Clinica Student Alliance,SISG,Service RSO,2,600.0
1948,2016,Labor Coach Program,SISG,Service RSO,6,800.0
1949,2016,Laotian American Student Representatives,SISG,Cultural & Identity/Cultural & Ethnic RSO,18,1850.0
1950,2016,Learning Enterprises at Berkeley,SISG,Service RSO,2,500.0
1951,2016,Let's Rise - Asian Mentorship Program,SISG,Service RSO,11,1200.0
1952,2016,Iu-Mien Student Union,SISG,Cultural & Identity/International RSO,10,1800.0
1953,2016,Malaysian Student Association at Berkeley,SAG,Cultural & Identity/International RSO,1,500.0
1954,2016,MEDLIFE,SISG,Service RSO,6,450.0
1955,2016,Mend a Life at Berkeley,SISG,Service RSO,1,170.0
1956,2016,Mental Health Coalition,SISG,Health & Wellness RSO,2,500.0
1957,2016,Mindfulness at Berkeley,SISG,Health & Wellness RSO,1,0.0
1958,2016,Movimiento Estudiantil Chicano/xicana de Atzlan,SISG,Cultural & Identity/Cultural & Ethnic RSO,5,800.0
1959,2016,NAMI on Campus at Berkeley,SISG,Health & Wellness RSO,1,0.0
1960,2016,National Council of Negro Women,SISG,Cultural & Identity/Women Interest RSO,10,2100.0
1961,2016,Indigenous and Native Coalition (INC) Recruitment and Retention Center,SISG,Sponsored RSO,24,10600.0
1962,2016,Oakland Asian Student Educational Services,SISG,Service RSO,14,1000.0
1963,2016,One Health Student Initiative,SISG,Health & Wellness RSO,1,0.0
1964,2016,Partners In Health Engage at Berkeley,SISG,Service RSO,2,600.0
1965,2016,Patient Advocacy Student Group,SISG,Service RSO,4,1000.0
1966,2016,Paws and Claws of Berkeley,SISG,Service RSO,5,300.0
1967,2016,People's Test Preparation Service,SISG,Service RSO,20,2650.0
1968,2016,Pilipinx Academic Student Services,SISG,Sponsored RSO,32,30600.0
1969,2016,Project Peanut Butter,SISG,Service RSO,3,600.0
1970,2016,Project Pueblo at Berkeley,SISG,Service RSO,1,200.0
1971,2016,"Project Rishi, The Berkeley Chapter",SISG,Service RSO,9,1200.0
1972,2016,Project Spreading Multiculturalism and Inspiring Leadership through Education,SISG,Service RSO,8,3000.0
1973,2016,Project Vision,SISG,Service RSO,10,800.0
1974,2016,Queer Alliance & Resource Center,SISG,Cultural & Identity/LGBTQ+ RSO,49,16600.0
1975,2016,Queer Student Union,SISG,Cultural & Identity/LGBTQ+ RSO,9,300.0
1976,2016,Raíces Recruitment and Retention Center,SISG,Sponsored RSO,39,50800.0
1977,2016,REACH! Asian Pacific American Recruitment and Retention Center,SISG,Sponsored RSO,21,19300.0
1978,2016,Re-entry and Transfer Student Association,SISG,Service RSO,19,2800.0
1979,2016,Renters' Legal Assistance,SISG,Service RSO,34,975.0
1980,2016,ReUSE,SISG,Environmental & Sustainability RSO,1,0.0
1981,2016,Cal Rotaract,SISG,Service RSO,12,1600.0
1982,2016,Save a Refugee,SISG,Service RSO,2,485.0
1983,2016,Southeast Asian Mentorship,SISG,Service RSO,10,750.0
1984,2016,Southeast Asian Prison Outreach Project,SISG,Political & Advocacy RSO,6,700.0
1985,2016,Southeast Asian Student Coalition,SISG,Cultural & Identity/Cultural & Ethnic RSO,16,8300.0
1986,2016,Spring Foundation,SISG,Service RSO,5,700.0
1987,2016,Student Financial Advisory Committee,SISG,Professional RSO,3,200.0
1988,2016,Student Parent Association for Recruitment and Retention,SISG,Service RSO,17,4200.0
1989,2016,Student to Student Peer Counseling,SISG,Service RSO,24,2240.0
1990,2016,Students Organize for Syria at Berkeley,SISG,Political & Advocacy RSO,1,400.0
1991,2016,Suitcase Clinic,SISG,Service RSO,18,10300.0
1992,2016,Take Back the Night,SISG,Political & Advocacy RSO,14,600.0
1993,2016,Teach in Prison,SISG,Service RSO,7,2650.0
1994,2016,Team HBV,SISG,Health & Wellness RSO,10,650.0
1995,2016,The Berkeley Project,SISG,Service RSO,10,1000.0
1996,2016,The Happy Cart Project at Berkeley,SISG,Service RSO,1,0.0
1997,2016,The Magnolia Project,SISG,Service RSO,10,1700.0
1998,2016,The Sage Mentorship Project,SISG,Service RSO,4,600.0
1999,2016,Youth Support Program,SISG,Service RSO,21,800.0
2000,2016,Theater for Charity,SISG,Performing Arts RSO,12,2300.0
2001,2016,TRENZA,SISG,Cultural & Identity/Women Interest RSO,18,1400.0
2002,2016,Underground Scholars Initiative,SISG,Cultural & Identity/Cultural & Ethnic RSO,2,600.0
2003,2016,United Nations Refugee Agency at Cal,SISG,Service RSO,1,0.0
2004,2016,Universities Allied for Essential Medicines,SISG,Service RSO,3,600.0
2005,2016,V-Day at Berkeley,SISG,Political & Advocacy RSO,6,600.0
2006,2016,Vietnamese Student Association,SISG,Cultural & Identity/International RSO,25,5600.0
2007,2016,VISION,SISG,Cultural & Identity/International RSO,10,1000.0
2008,2016,Volunteer Health Interpreters Organization,SISG,Health & Wellness RSO,11,1700.0
2009,2016,Volunteer Income Tax Assistance Program,SISG,Service RSO,3,600.0
2010,2016,Volunteers Around the World Dental Outreach at Berkeley,SISG,Service RSO,1,0.0
2011,2016,Volunteers for Medical Outreach,SISG,Service RSO,9,2200.0
2012,2016,Women and Youth Supporting Each Other,SISG,Health & Wellness RSO,2,250.0
2013,2016,Wonderworks,SISG,Service RSO,6,600.0
2014,2016,World Literacy Project,SISG,Service RSO,5,200.0
2015,2016,You Mean More,SISG,Health & Wellness RSO,6,2000.0
2016,2016,De Colores,SISG,Cultural & Identity/LGBTQ+ RSO,9,1000.0
2017,2016,Youth Empowerment Program,SISG,Service RSO,5,1500.0
2018,2017,BARE Magazine,PUB,Publications RSO,10,3000.0
2019,2017,Berkeley Fiction Review,PUB,Publications RSO,34,1500.0
2020,2017,Berkeley Poetry Review,PUB,Publications RSO,23,2500.0
2021,2017,The Berkeley Political Review,PUB,Publications RSO,16,6000.0
2022,2017,Berkeley Science Review,PUB,Publications RSO,17,1100.0
2023,2017,Berkeley Scientific Journal,PUB,Publications RSO,2,500.0
2024,2017,Blue and Gold Yearbook,PUB,Publications RSO,4,900.0
2025,2017,Cal Literature & Arts Magazine,PUB,Publications RSO,26,2400.0
2026,2017,Caliber Magazine,PUB,Publications RSO,8,7200.0
2027,2017,California Patriot,PUB,Publications RSO,3,800.0
2028,2017,Comparative Literature Undergraduate Journal,PUB,Publications RSO,2,700.0
2029,2017,Garb,PUB,Publications RSO,1,400.0
2030,2017,K-Popular at Berkeley,PUB,Cultural & Identity/Cultural & Ethnic RSO,7,600.0
2031,2017,maganda magazine,PUB,Publications RSO,28,2500.0
2032,2017,Mechanism of Feeling,PUB,Publications RSO,1,700.0
2033,2017,Morning Sign Out,PUB,Publications RSO,3,900.0
2034,2017,Perspective Magazine,PUB,Publications RSO,20,3290.0
2035,2017,The Smart Ass,PUB,Publications RSO,16,3000.0
2036,2017,Spoon University at Berkeley,PUB,Publications RSO,4,1100.0
2037,2017,The B-Side,PUB,Publications RSO,5,770.0
2038,2017,The Folio: English Academic Journal,PUB,Publications RSO,6,750.0
2039,2017,Public Health Advocate,PUB,Publications RSO,13,1100.0
2040,2017,The Rhetoric Society at Berkeley,PUB,Publications RSO,2,400.0
2041,2017,The Rhetoric Undergraduate Journal,PUB,Publications RSO,1,700.0
2042,2017,Threads,PUB,Publications RSO,17,8100.0
2043,2017,To An Unknown God,PUB,Publications RSO,9,2900.0
2044,2017,Undergraduate Journal of Classics at Berkeley,PUB,Publications RSO,3,1100.0
2045,2017,"Visual Development, Illustration, and Storytelling Arts",PUB,Arts RSO,1,700.0
2046,2017,The Heuristic Squelch,PUB,Publications RSO,21,1500.0
2047,2017,Surfrider Foundation UC Berkeley Club,SAG,Environmental & Sustainability RSO,3,200.0
2048,2017,180 Degrees Consulting at Berkeley,SAG,Service RSO,2,500.0
2049,2017,3DMC,SAG,Media & Film RSO,5,0.0
2050,2017,"A.S.T.R.O. - Astronomer's Society for Teaching, Recreation and Outreach",SAG,Academic RSO,1,400.0
2051,2017,acts2fellowship,SAG,Spiritual RSO,16,3000.0
2052,2017,Afghan Student Association,SAG,Cultural & Identity/International RSO,10,1200.0
2053,2017,AFX Dance,SAG,Performing Arts RSO,5,1200.0
2054,2017,Align: Undergraduate Society for Computational Biology,SAG,Academic RSO,2,400.0
2055,2017,"Alpha Epsilon Zeta Fraternity, Inc.",SAG,Professional RSO,13,1800.0
2056,2017,Alpha Kappa Psi,SAG,Academic RSO,7,1580.0
2057,2017,Alpha Phi Omega,SAG,Service RSO,32,3500.0
2058,2017,American Advertising Federation,SAG,Professional RSO,2,400.0
2059,2017,American Chemical Society at Berkeley Student Chapter,SAG,Professional RSO,2,380.0
2060,2017,American Institute of Aeronautics and Astronautics,SAG,Departmental RSO,2,0.0
2061,2017,American Medical Student Association--Berkeley Premedical Chapter,SAG,Professional RSO,19,650.0
2062,2017,American Medical Women's Association at Berkeley,SAG,Cultural & Identity/Women Interest RSO,2,400.0
2063,2017,American Society of Civil Engineers,SAG,Academic RSO,1,0.0
2064,2017,Arab Student Union,SAG,Cultural & Identity/International RSO,6,1200.0
2065,2017,Armenian Student Association,SAG,Cultural & Identity/International RSO,35,2000.0
2066,2017,Army ROTC Cadet Club,SAG,Departmental RSO,1,500.0
2067,2017,Artists in Resonance,SAG,Performing Arts RSO,3,500.0
2068,2017,ASCEND,SAG,Professional RSO,9,300.0
2069,2017,Asian American Association,SAG,Cultural & Identity/Cultural & Ethnic RSO,20,7400.0
2070,2017,Asian American Christian Fellowship,SAG,Spiritual RSO,4,400.0
2071,2017,Association for Muslim Professional Development,SAG,Professional RSO,11,1400.0
2072,2017,Autofocus,SAG,Arts RSO,1,0.0
2073,2017,Underwater Robotics at Berkeley,SAG,Professional RSO,1,0.0
2074,2017,Azaad,SAG,Performing Arts RSO,5,1000.0
2075,2017,Backgammon League of Berkeley,SAG,Recreational RSO,1,400.0
2076,2017,Ballet Company at Berkeley,SAG,Performing Arts RSO,6,600.0
2077,2017,Ballet Folklorico Reflejos De Mexico,SAG,Performing Arts RSO,5,980.0
2078,2017,Bay Area Engineering Consultancy,SAG,Professional RSO,1,0.0
2079,2017,Berkeley Ballroom Dancers,SAG,Performing Arts RSO,3,400.0
2080,2017,Berkeley Carillon Guild,SAG,Performing Arts RSO,14,500.0
2081,2017,Berkeley Chinese Students and Scholars Association,SAG,Cultural & Identity/International RSO,11,1300.0
2082,2017,Berkeley College Republicans,SAG,Political & Advocacy RSO,22,5000.0
2083,2017,Berkeley Energy and Resources Collaborative (Graduate group),SAG,Environmental & Sustainability RSO,1,400.0
2084,2017,Berkeley Indonesian Student Association,SAG,Cultural & Identity/International RSO,3,500.0
2085,2017,Berkeley Model United Nations Conference,SAG,Academic RSO,3,0.0
2086,2017,Berkeley Urban Studies Student Association,SAG,Academic RSO,1,0.0
2087,2017,Berkeley Water Group Idea Lab,SAG,Environmental & Sustainability RSO,2,500.0
2088,2017,Berkeley Women in Business,SAG,Cultural & Identity/Women Interest RSO,14,500.0
2089,2017,BERKOP,SAG,Publications RSO,1,650.0
2090,2017,Best Laid Plans,SAG,Performing Arts RSO,2,400.0
2091,2017,Beta Alpha Psi,SAG,Professional RSO,1,0.0
2092,2017,Beyond Academia,SAG,Academic RSO,1,0.0
2093,2017,Black Engineering and Science Students Association,SAG,Cultural & Identity/Cultural & Ethnic RSO,3,0.0
2094,2017,Black Recruitment and Retention Center,SAG,Sponsored RSO,35,50300.0
2095,2017,Black Student Union,SAG,Cultural & Identity/Cultural & Ethnic RSO,8,500.0
2096,2017,Black Students in Health Association,SAG,Cultural & Identity/Cultural & Ethnic RSO,2,200.0
2097,2017,Blockchain at Berkeley,SAG,Technology RSO,2,0.0
2098,2017,Board Games at Berkeley,SAG,Recreational RSO,1,500.0
2099,2017,Bridge Year to Berkeley,SAG,Service RSO,1,400.0
2100,2017,BridgeUSA at Berkeley,SAG,Political & Advocacy RSO,1,400.0
2101,2017,Business Careers in Entertainment Club,SAG,Professional RSO,4,800.0
2102,2017,Cal Actuarial League,SAG,Professional RSO,13,450.0
2103,2017,Cal American Civil Liberties Union,SAG,Political & Advocacy RSO,1,400.0
2104,2017,Cal Berkeley Democrats,SAG,Political & Advocacy RSO,20,4200.0
2105,2017,Cal Dragon Boat,SAG,Recreational RSO,14,2500.0
2106,2017,Cal Hawai'i Club,SAG,Cultural & Identity/Cultural & Ethnic RSO,29,3400.0
2107,2017,Cal Hiking and Outdoor Society,SAG,Recreational RSO,69,5000.0
2108,2017,Cal in the Capital,SAG,Service RSO,40,3750.0
2109,2017,Cal Japan Club,SAG,Cultural & Identity/Cultural & Ethnic RSO,10,300.0
2110,2017,Fiat Lux Scholars Association,SAG,Academic RSO,1,400.0
2111,2017,Cal Performances Student Ambassadors for the Arts,SAG,Arts RSO,4,500.0
2112,2017,Cal Pre-Vet Club,SAG,Academic RSO,8,200.0
2113,2017,Cal Super Mileage Vehicle Team,SAG,Departmental RSO,1,400.0
2114,2017,Cal Taiko,SAG,Performing Arts RSO,13,4000.0
2115,2017,Cal Undergraduate Public Health Coalition,SAG,Academic RSO,14,600.0
2116,2017,California Health Professional Student Alliance at UC Berkeley,SAG,Political & Advocacy RSO,1,500.0
2117,2017,California Mock Trial,SAG,Academic RSO,17,17500.0
2118,2017,Ferments at Berkeley,SAG,Recreational RSO,4,480.0
2119,2017,CalSlam,SAG,Performing Arts RSO,13,600.0
2120,2017,Career Attainment in Responsible Enterprises,SAG,Professional RSO,1,500.0
2121,2017,Catholic Students at Cal - Newman Hall,SAG,Spiritual RSO,6,500.0
2122,2017,Chinese A Cappella at Berkeley,SAG,Performing Arts RSO,4,500.0
2123,2017,Chinese Finance Club,SAG,Professional RSO,1,400.0
2124,2017,Chinese People Union,SAG,Cultural & Identity/International RSO,14,1500.0
2125,2017,Chinese Psychology Group at Berkeley,SAG,Cultural & Identity/International RSO,1,400.0
2126,2017,Chinese Student Association,SAG,Cultural & Identity/International RSO,28,6000.0
2127,2017,Cinebears,SAG,Media & Film RSO,1,0.0
2128,2017,Circle K International,SAG,Service RSO,23,4500.0
2129,2017,Civil and Environmental Engineering Joint Fundraising Committee,SAG,Academic RSO,1,0.0
2130,2017,"BAMN - Coalition to Defend Affirmative Action, Integration, and Immigrant Rights and Fight for Equality By Any Means Necessary",SAG,Political & Advocacy RSO,19,3500.0
2131,2017,CodeBase,SAG,Professional RSO,2,0.0
2132,2017,Cognitive Science Students Association,SAG,Academic RSO,6,500.0
2133,2017,Colombians at Berkeley,SAG,Cultural & Identity/International RSO,4,500.0
2134,2017,Committee for Korea Studies,SAG,Cultural & Identity/International RSO,13,1000.0
2135,2017,Computer Science Undergraduate Association,SAG,Academic RSO,43,2300.0
2136,2017,CRSSO - Conservation & Resource Studies Student Organization,SAG,Environmental & Sustainability RSO,7,400.0
2137,2017,Consult Your Community (CYC) at Berkeley,SAG,Professional RSO,5,900.0
2138,2017,Creative Applications to Life in Origami,SAG,Arts RSO,6,400.0
2139,2017,Crossroads Dance Team,SAG,Performing Arts RSO,1,400.0
2140,2017,CS KickStart,SAG,Academic RSO,5,0.0
2141,2017,Curling Club at Berkeley,SAG,Recreational RSO,5,600.0
2142,2017,Danceworx,SAG,Performing Arts RSO,21,3430.0
2143,2017,Data Science Society at Berkeley,SAG,Technology RSO,2,400.0
2144,2017,Debate Society of Berkeley,SAG,Academic RSO,6,466.0
2145,2017,DeCadence,SAG,Performing Arts RSO,17,2150.0
2146,2017,Delta Kappa Alpha,SAG,Professional RSO,2,0.0
2147,2017,Delta Sigma Pi,SAG,Professional RSO,11,1300.0
2148,2017,Department of Integrative Biology Students,SAG,Departmental RSO,3,100.0
2149,2017,Dil Se,SAG,Performing Arts RSO,2,0.0
2150,2017,Drawn to Scale,SAG,Performing Arts RSO,7,600.0
2151,2017,East Asian Union,SAG,Cultural & Identity/International RSO,8,1900.0
2152,2017,Eggster Organization,SAG,Service RSO,17,1100.0
2153,2017,EGO (Cal's Traditional Korean Percussion Group),SAG,Performing Arts RSO,7,1000.0
2154,2017,Engineering Solutions at Berkeley,SAG,Professional RSO,1,400.0
2155,2017,Engineering Student Council,SAG,Departmental RSO,26,77000.0
2156,2017,English Undergraduate Association,SAG,Academic RSO,25,300.0
2157,2017,Gaming at Berkeley,SAG,Recreational RSO,6,850.0
2158,2017,Fashion and Student Trends,SAG,Arts RSO,6,500.0
2159,2017,Fei Tian Dancers,SAG,Performing Arts RSO,14,500.0
2160,2017,Fellowship in Christ in Berkeley,SAG,Spiritual RSO,12,300.0
2161,2017,Food Science and Tech at Cal,SAG,Academic RSO,4,0.0
2162,2017,"Food, Equity, Entrepreneurship, & Development",SAG,Professional RSO,2,400.0
2163,2017,FoodInno,SAG,Professional RSO,2,400.0
2164,2017,Foresight Pre-Optometry Club,SAG,Academic RSO,26,1175.0
2165,2017,Free Ventures,SAG,Professional RSO,1,400.0
2166,2017,Freshman and Sophomore Business Club,SAG,Departmental RSO,2,400.0
2167,2017,Friends of the Co-ops,SAG,Cultural & Identity/Cultural & Ethnic RSO,85,10000.0
2168,2017,"Future Business Leaders of America-Phi Beta Lambda, Inc.",SAG,Professional RSO,12,1700.0
2169,2017,Future Physicians at Berkeley,SAG,Professional RSO,1,380.0
2170,2017,Geological Association at Berkeley,SAG,Departmental RSO,2,250.0
2171,2017,Global Internships @ Berkeley,SAG,Professional RSO,4,300.0
2172,2017,Cal Bhangra,SAG,Performing Arts RSO,4,0.0
2173,2017,Golden Paw Productions,SAG,Media & Film RSO,4,400.0
2174,2017,Golden Squares,SAG,Performing Arts RSO,4,500.0
2175,2017,The Golden,SAG,Performing Arts RSO,1,0.0
2176,2017,Haas Undergraduate Black Business Association,SAG,Professional RSO,10,400.0
2177,2017,Hermanos Unidos,SAG,Cultural & Identity/Cultural & Ethnic RSO,12,955.0
2178,2017,Hindu Students Council,SAG,Spiritual RSO,10,1400.0
2179,2017,Hong Kong Student Association,SAG,Cultural & Identity/International RSO,25,2400.0
2180,2017,"Somali, Ethiopian, Eritrean, South Sudanese, Sudanese Association (SEE§A)",SAG,Cultural & Identity/International RSO,4,600.0
2181,2017,Human Capital Group,SAG,Professional RSO,1,400.0
2182,2017,Indian Students Association,SAG,Cultural & Identity/International RSO,14,7600.0
2183,2017,UC Berkeley Indus,SAG,Cultural & Identity/Cultural & Ethnic RSO,29,13700.0
2184,2017,International Students Association at Berkeley,SAG,Cultural & Identity/International RSO,17,1700.0
2185,2017,InterVarsity Christian Fellowship,SAG,Spiritual RSO,19,4000.0
2186,2017,Intro to Surgery,SAG,Academic RSO,1,400.0
2187,2017,Invention Corps of Berkeley,SAG,Technology RSO,1,400.0
2188,2017,Iranian Students Cultural Organization,SAG,Cultural & Identity/Cultural & Ethnic RSO,20,2000.0
2189,2017,Irish Dancers of Berkeley,SAG,Recreational RSO,4,500.0
2190,2017,Italian Society at Berkeley,SAG,Cultural & Identity/International RSO,17,1200.0
2191,2017,Jain Students Association,SAG,Spiritual RSO,1,500.0
2192,2017,Jericho!,SAG,Performing Arts RSO,1,900.0
2193,2017,Jugger at Berkeley,SAG,Recreational RSO,2,300.0
2194,2017,Kappa Gamma Delta,SAG,Professional RSO,15,1100.0
2195,2017,Kappa Alpha Pi Pre-Law Fraternity,SAG,Professional RSO,4,3500.0
2196,2017,Kendo Club,SAG,Recreational RSO,1,400.0
2197,2017,Kink Club,SAG,Health & Wellness RSO,1,5400.0
2198,2017,Klesis,SAG,Spiritual RSO,7,733.0
2199,2017,Koinonia Campus Fellowship,SAG,Spiritual RSO,13,1250.0
2200,2017,Korean American Student Association,SAG,Cultural & Identity/Cultural & Ethnic RSO,36,19300.0
2201,2017,Korean Performance Group,SAG,Performing Arts RSO,2,400.0
2202,2017,Korean Pre-Health Association,SAG,Academic RSO,2,100.0
2203,2017,Korean Undergraduate Networking Association,SAG,Professional RSO,10,500.0
2204,2017,Korean-American Scientists and Engineers Association (Silicon Valley Chapter),SAG,Academic RSO,2,400.0
2205,2017,La Dolce Vita Italian Studies Club,SAG,Cultural & Identity/International RSO,1,0.0
2206,2017,Latin American Leadership Society,SAG,Cultural & Identity/Cultural & Ethnic RSO,3,500.0
2207,2017,Latinx Pre-Law Society,SAG,Professional RSO,3,500.0
2208,2017,Students of Color Emerging in English,SAG,Academic RSO,1,400.0
2209,2017,Launchpad,SAG,Technology RSO,1,400.0
2210,2017,Lawyers Without Borders Student Division at UC Berkeley,SAG,Professional RSO,1,400.0
2211,2017,Le Cercle Français of Berkeley,SAG,Cultural & Identity/International RSO,10,400.0
2212,2017,Liberty in North Korea at Berkeley,SAG,Political & Advocacy RSO,13,800.0
2213,2017,Lindy On Sproul,SAG,Performing Arts RSO,7,1100.0
2214,2017,The Magic Club,SAG,Performing Arts RSO,2,400.0
2215,2017,Main Stacks Dance Team,SAG,Performing Arts RSO,9,1500.0
2216,2017,Mariachi Luz de Oro,SAG,Performing Arts RSO,6,500.0
2217,2017,Marketing Community at Berkeley,SAG,Professional RSO,4,500.0
2218,2017,Materials Science and Engineering Association,SAG,Departmental RSO,4,0.0
2219,2017,Mathematics Undergraduate Student Association,SAG,Academic RSO,1,500.0
2220,2017,Mexican Association of Students at Berkeley,SAG,Cultural & Identity/International RSO,3,500.0
2221,2017,"Molecular and Cell Biology, Cell Developmental, Neurobiological Association",SAG,Departmental RSO,4,500.0
2222,2017,Molecular Cell Biology Undergraduate Student Association,SAG,Departmental RSO,4,500.0
2223,2017,The Movement,SAG,Performing Arts RSO,17,3500.0
2224,2017,Muslim Student Association,SAG,Spiritual RSO,31,14400.0
2225,2017,National Organization for Women,SAG,Cultural & Identity/Women Interest RSO,17,1200.0
2226,2017,Natya at Berkeley,SAG,Performing Arts RSO,4,315.0
2227,2017,Nazakat at Berkeley,SAG,Performing Arts RSO,2,400.0
2228,2017,Net Impact at Berkeley,SAG,Professional RSO,16,0.0
2229,2017,Next Generation Consulting at Berkeley,SAG,Professional RSO,2,400.0
2230,2017,Nikkei Choral Ensemble,SAG,Performing Arts RSO,1,400.0
2231,2017,Nikkei Student Union,SAG,Cultural & Identity/International RSO,15,1500.0
2232,2017,Olive Tree Initiative,SAG,Sponsored RSO,7,800.0
2233,2017,Organization of African Students at Berkeley,SAG,Cultural & Identity/International RSO,3,400.0
2234,2017,Out for Business at Berkeley,SAG,Cultural & Identity/LGBTQ+ RSO,1,400.0
2235,2017,"Out in Science, Technology, Engineering, and Mathematics",SAG,Cultural & Identity/LGBTQ+ RSO,7,0.0
2236,2017,Outlet,SAG,Arts RSO,4,400.0
2237,2017,Pakistani Student Association,SAG,Cultural & Identity/International RSO,15,1000.0
2238,2017,Parliamentary Debate at Berkeley,SAG,Academic RSO,8,2234.0
2239,2017,Pars Network at Berkeley,SAG,Professional RSO,1,400.0
2240,2017,Partnership for Pre-Professional Pilipinxs,SAG,Professional RSO,17,1000.0
2241,2017,PartySafe at Cal,SAG,Health & Wellness RSO,5,500.0
2242,2017,Phalanx: Pre-Medical Consulting,SAG,Academic RSO,4,500.0
2243,2017,"Phi Alpha Delta Law Fraternity, International",SAG,Professional RSO,9,400.0
2244,2017,Phi Alpha Theta,SAG,Academic RSO,4,600.0
2245,2017,Phi Chi Pre-Health Fraternity,SAG,Professional RSO,7,600.0
2246,2017,Phi Delta Epsilon,SAG,Professional RSO,10,500.0
2247,2017,Phi Sigma Pi National Honor Fraternity,SAG,Professional RSO,3,500.0
2248,2017,Phoenix Consulting Group,SAG,Professional RSO,1,0.0
2249,2017,Phoenix Symphony at Berkeley,SAG,Performing Arts RSO,3,500.0
2250,2017,Pi Sigma Epsilon,SAG,Professional RSO,5,900.0
2251,2017,Pi Tau Sigma,SAG,Academic RSO,3,500.0
2252,2017,Pilipino American Alliance,SAG,Cultural & Identity/Cultural & Ethnic RSO,27,8500.0
2253,2017,Pilipino Association for Health Careers,SAG,Professional RSO,25,2500.0
2254,2017,"Pilipinx Association of Scientists, Architects, and Engineers",SAG,Professional RSO,29,1300.0
2255,2017,Pilipino Basketball Association,SAG,Recreational RSO,2,100.0
2256,2017,Pointe of Berkeley,SAG,Performing Arts RSO,2,400.0
2257,2017,Pokemon Club at Berkeley,SAG,Recreational RSO,5,500.0
2258,2017,Portraits of Kindness at Berkeley,SAG,Service RSO,5,500.0
2259,2017,PreDental Society,SAG,Professional RSO,34,850.0
2260,2017,Pre-Medical Honor Society,SAG,Academic RSO,1,0.0
2261,2017,Pre-Nursing Society,SAG,Professional RSO,5,450.0
2262,2017,"Pre-Pharmacy Informational, Learning and Leadership Society",SAG,Professional RSO,17,2000.0
2263,2017,Progressive Student Association,SAG,Political & Advocacy RSO,3,500.0
2264,2017,"Project Pengyou, Berkeley Chapter",SAG,Cultural & Identity/International RSO,3,500.0
2265,2017,Psi Chi,SAG,Academic RSO,11,200.0
2266,2017,Quidditch League at Berkeley,SAG,Recreational RSO,9,0.0
2267,2017,Raas Ramzat,SAG,Performing Arts RSO,1,400.0
2268,2017,Ra-On,SAG,Performing Arts RSO,7,533.0
2269,2017,Re-entry and Transfer Student Association,SAG,Service RSO,20,1200.0
2270,2017,Regents' and Chancellor's Scholars Association,SAG,Professional RSO,3,500.0
2271,2017,Rising Immigrant Scholars through Education - RISE,SAG,Service RSO,9,5000.0
2272,2017,Robotics at Berkeley,SAG,Technology RSO,3,0.0
2273,2017,Rubik's Cube Club at Berkeley,SAG,Recreational RSO,6,317.0
2274,2017,Russian Student Association,SAG,Cultural & Identity/International RSO,12,500.0
2275,2017,SACNAS at Berkeley: Undergraduate Chapter,SAG,Service RSO,5,533.0
2276,2017,Salsa at Cal,SAG,Recreational RSO,6,700.0
2277,2017,Sather Health: Issues in Student Health,SAG,Publications RSO,6,491.0
2278,2017,Seed Base Consulting,SAG,Professional RSO,1,100.0
2279,2017,Sigma Alpha Nu,SAG,Academic RSO,7,275.0
2280,2017,Sigma Eta Pi,SAG,Professional RSO,1,400.0
2281,2017,Sigma Iota Rho: International & Area Studies Honor Society,SAG,Academic RSO,4,500.0
2282,2017,Sigma Mu Delta,SAG,Academic RSO,1,0.0
2283,2017,Sikh Students Association,SAG,Cultural & Identity/Cultural & Ethnic RSO,13,1034.0
2284,2017,Smash At Berkeley,SAG,Recreational RSO,2,300.0
2285,2017,Socially Engaged Engineers,SAG,Academic RSO,1,0.0
2286,2017,Society of Asian Scientists and Engineers,SAG,Professional RSO,6,0.0
2287,2017,Sociological Research Symposium Committee,SAG,Academic RSO,4,500.0
2288,2017,Songwriting at Berkeley,SAG,Performing Arts RSO,1,400.0
2289,2017,South Asians for Social Justice,SAG,Political & Advocacy RSO,1,400.0
2290,2017,South Indian Society,SAG,Cultural & Identity/International RSO,2,400.0
2291,2017,Speech at Berkeley,SAG,Academic RSO,5,750.0
2292,2017,SPIRE,SAG,Professional RSO,3,600.0
2293,2017,Sports Business Group at Berkeley,SAG,Professional RSO,1,400.0
2294,2017,Steel Bridge Competition Team,SAG,Academic RSO,3,0.0
2295,2017,Strait Talk,SAG,Cultural & Identity/International RSO,10,1200.0
2296,2017,Students for Hip Hop,SAG,Recreational RSO,17,5634.0
2297,2017,Students for Justice in Palestine,SAG,Political & Advocacy RSO,11,950.0
2298,2017,Students for Life at Berkeley,SAG,Political & Advocacy RSO,19,1900.0
