,Year,Organization,Type,Standing,Allocation
2376,2016,DeCal Grant,GRNT,,"$3,500.00"
2377,2016,Educational Equity and Excellence Grant,GRNT,,"$6,000.00"
2378,2016,Intellectual Community Grant,GRNT,,"$4,500.00"
2379,2016,Multicultural Grant,GRNT,,"$4,000.00"
2380,2016,Public Service Grant,GRNT,,"$4,500.00"
2381,2016,Outstanding Student Recognition Scholarship,SCLR,,"$1,500.00"
2382,2016,RISE Scholarship,SCLR,,"$5,000.00"
2383,2016,Textbook Scholarship,SCLR,,"$6,000.00"
2384,2016,Greek Opportunity Fund,FUND,,"$10,000.00"
2385,2016,Senate Contingency Fund,FUND,,"$80,000.00"
2386,2016,Chief-of-Staff Stipend,OP,,"$1,500.00"
2387,2016,President Discretionary Fund,OP,,"$5,000.00"
2388,2016,President Stipend,OP,,"$4,000.00"
2389,2016,Chief-of-Staff Stipend,EVP,,"$1,500.00"
2390,2016,EVP Discretionary Fund,EVP,,"$5,000.00"
2391,2016,EVP Stipend,EVP,,"$4,000.00"
2392,2016,Chief-of-Staff Stipend,EAVP,,"$1,500.00"
2393,2016,EAVP Discretionary Fund,EAVP,,"$15,000.00"
2394,2016,EAVP Stipend,EAVP,,"$4,000.00"
2395,2016,Legislative Conference,EAVP,,"$15,000.00"
2396,2016,Lobby Corps,EAVP,,"$20,000.00"
2397,2016,UC Student Association,EAVP,,"$32,000.00"
2398,2016,EAVP SUB-TOTAL,,,"$87,500.00"
2399,2016,AAVP Discretionary Fund,AAVP,,"$4,500.00"
2400,2016,AAVP Stipend,AAVP,,"$4,000.00"
2401,2016,Chief-of-Staff Stipend,AAVP,,"$1,500.00"
2402,2016,AAVP SUB-TOTAL,,,"$10,000.00"
2403,2016,,,,
2404,2016,OFFICE OF THE STUDENT ADVOCATE,TYPE,,Proposal
2405,2016,Chief-of-Staff Stipend,SAO,,"$1,500.00"
2406,2016,SAO Discretionary Fund,SAO,,"$3,500.00"
2407,2016,SAO Stipend,SAO,,"$4,000.00"
2408,2016,Senate Leadership Institute / Senate Meetings,SEN,,"$7,500.00"
2409,2016,Senators' Discretionary Funds ($500.00 each),SEN,,"$10,000.00"
2410,2016,Senators' Stipend ($500.00 each),SEN,,"$10,000.00"
2411,2016,Attorney General Stipend,AOFR,,"$1,500.00"
2412,2016,Chief Accountability Officer Stipend,AOFR,,"$1,500.00"
2413,2016,Chief Communication Officer Stipend,AOFR,,"$1,500.00"
2414,2016,Chief Financial Officer Stipend,AOFR,,"$1,500.00"
2415,2016,Chief Technology Officer Stipend,AOFR,,"$1,500.00"
2416,2016,Judicial Council Office,AOFR,,$500.00
2417,2016,Marketing and Communications Office,AOFR,,"$9,000.00"
2418,2016,Public Defender Stipend,AOFR,,$150.00
2419,2016,Archives,OPRS,,$0.00
2420,2016,ASUC ADMINISTRATIVE OFFICE,OPRS,,"$77,770.00"
2421,2016,Legal Fee,OPRS,,"$32,000.00"
2422,2016,Audit,OPRS,,"$22,000.00"
2423,2016,Bank Fee,OPRS,,"$1,000.00"
2424,2016,Big Ideas,OPRS,,"$15,000.00"
2425,2016,Capital Improvement Fund Allocation,OPRS,,$0.00
2426,2016,Executive Officer Leadership Institute,OPRS,,"$3,000.00"
2427,2016,Elections Council - 1 Tech Coordinator Stipend,ELCT,,$300.00
2428,2016,Elections Council - 2 Auditors Stipend ($150.00 each),ELCT,,$400.00
2429,2016,Elections Council - Assistant Chair Stipend,ELCT,,$400.00
2430,2016,Elections Council - Chair Stipend,ELCT,,"$1,000.00"
2431,2016,Elections Council - Chief Auditor Stipend,ELCT,,$400.00
2432,2016,Elections Council - Prosecutor Stipend,ELCT,,$350.00
2433,2016,Elections Operations,ELCT,,"$9,200.00"
2434,2016,"ASUC Appointed Official Discretionary (250 each for AG, CTO, CAO, CFO)",GOVT,,"$1,000.00"
2435,2016,ASUC Insurance (including Cal Lodge),GOVT,,"$40,000.00"
2436,2016,ASUC Perspectives,GOVT,,"$2,500.00"
2437,2017,ASUC Publications and Media Board,GOVT,,"$8,000.00"
2438,2017,ASUC Student Union Program Entertainment & Recreation Board (SUPERB),GOVT,,"$130,000.00"
2439,2017,ASUC Sustainability Team,GOVT,,"$3,000.00"
2440,2017,Helios Solar Program,GOVT,,"$1,000.00"
2441,2017,Innovative Design,GOVT,,"$6,600.00"
2442,2017,Mental Health Coalition,GOVT,,$500.00
2443,2017,Open Computing Facility,GOVT,,"$30,000.00"
2444,2017,Housing Commission,GOVT,,"$1,000.00"
2445,2017,CalTV,GOVT,,"$8,500.00"
2446,2017,Sexual Assault Commission ,GOVT,,"$3,000.00"
2447,2017,BARE Magazine,PUB,10.0,"$3,000.00"
2448,2017,Berkeley Fiction Review,PUB,34.0,"$1,500.00"
2449,2017,Berkeley Poetry Review,PUB,23.0,"$2,500.00"
2450,2017,"Berkeley Political Review, The (Political)",PUB,16.0,"$6,000.00"
2451,2017,Berkeley Science Review,PUB,17.0,"$1,100.00"
2452,2017,Berkeley Scientific Journal,PUB,2.0,$500.00
2453,2017,Blue and Gold Yearbook,PUB,4.0,$900.00
2454,2017,Cal Literature and Arts Magazine,PUB,26.0,"$2,400.00"
2455,2017,Caliber Magazine,PUB,8.0,"$7,200.00"
2456,2017,California Patriot Magazine,PUB,3.0,$800.00
2457,2017,Comparative Literature Undergraduate Journal,PUB,2.0,$700.00
2458,2017,Fashion Editorial of Berkeley,PUB,1.0,$400.00
2459,2017,K-Popular at Berkeley,PUB,7.0,$600.00
2460,2017,Maganda Magazine,PUB,28.0,"$2,500.00"
2461,2017,Mechanism of Feeling,PUB,1.0,$700.00
2462,2017,Morning Sign Out,PUB,3.0,$900.00
2463,2017,Perspective Magazine,PUB,20.0,"$3,290.00"
2464,2017,"Smart Ass, The",PUB,16.0,"$3,000.00"
2465,2017,Spoon University at Berkeley,PUB,4.0,"$1,100.00"
2466,2017,The B-Side,PUB,5.0,$770.00
2467,2017,The Folio: English Academic (TF),PUB,6.0,$750.00
2468,2017,The Public Health Advocate,PUB,13.0,"$1,100.00"
2469,2017,The Rhetoric Society at Berkeley,PUB,2.0,$400.00
2470,2017,The Rhetoric Undergraduate Journal,PUB,1.0,$700.00
2471,2017,Threads (formerly Al-Bayan),PUB,17.0,"$8,100.00"
2472,2017,To An Unknown God (TAUG),PUB,9.0,"$2,900.00"
2473,2017,Undergraduate Journal of Classics at Berkeley,PUB,3.0,"$1,100.00"
2474,2017,"Visual Development, Illustration, and Storytelling Arts",PUB,1.0,$700.00
2475,2017,Heuristic Squelch ,PUB,21.0,"$1,500.00"
2476,2017,Surfrider Foundation Club,SAG,3.0,$200.00
2477,2017,180 Degrees Consulting at Berkeley,SAG,2.0,$500.00
2478,2017,3DMC,SAG,5.0,$0.00
2479,2017,"A.S.T.R.O - Astronomer's Society for Teaching, Recreation and Outreach",SAG,1.0,$400.00
2480,2017,Acts2Fellowship,SAG,16.0,"$3,000.00"
2481,2017,Afghan Student Association,SAG,10.0,"$1,200.00"
2482,2017,AFX Dance,SAG,5.0,"$1,200.00"
2483,2017,Align: Undergraduate Society for Computational Biology,SAG,2.0,$400.00
2484,2017,Alpha Epsilon Zeta,SAG,13.0,"$1,800.00"
2485,2017,Alpha Kappa Psi,SAG,7.0,"$1,580.00"
2486,2017,Alpha Phi Omega (APO),SAG,32.0,"$3,500.00"
2487,2017,American Advertising Federation,SAG,2.0,$400.00
2488,2017,American Chemical Society at Berkeley Student Chapter,SAG,2.0,$380.00
2489,2017,American Institute of Aeronautics and Astronautics,SAG,1.0,$0.00
2490,2017,American Medical Student Association,SAG,19.0,$650.00
2491,2017,American Medical Women's Association at Berkeley,SAG,2.0,$400.00
2492,2017,American Society of Civil Engineers,SAG,1.0,$0.00
2493,2017,Arab Student Union,SAG,6.0,"$1,200.00"
2494,2017,Armenian Students' Association,SAG,35.0,"$2,000.00"
2495,2017,Army ROTC Cadet Club,SAG,1.0,$500.00
2496,2017,Artists in Resonance,SAG,3.0,$500.00
2497,2017,Ascend,SAG,9.0,$300.00
2498,2017,Asian American Association,SAG,20.0,"$7,400.00"
2499,2017,Asian American Christian Fellowship,SAG,4.0,$400.00
2500,2017,Association for Muslim Professional Development,SAG,11.0,"$1,400.00"
2501,2017,Autofocus,SAG,1.0,$0.00
2502,2017,Autonomous Underwater Vehicles Team at Berkeley,SAG,1.0,$0.00
2503,2017,Azaad,SAG,5.0,"$1,000.00"
2504,2017,Backgammon League of Berkeley,SAG,1.0,$400.00
2505,2017,Ballet Company at Berkeley,SAG,6.0,$600.00
2506,2017,Ballet Folklorico Reflejos De Mexico,SAG,5.0,$980.00
2507,2017,Bay Area Engineering Consultancy,SAG,1.0,$0.00
2508,2017,Berkeley Ballroom Dancers,SAG,3.0,$400.00
2509,2017,Berkeley Carillon Guild,SAG,14.0,$500.00
2510,2017,Berkeley Chinese Students and Scholars Association,SAG,11.0,"$1,300.00"
2511,2017,Berkeley College Republicans,SAG,22.0,"$5,000.00"
2512,2017,Berkeley Energy & Resources Collaborative,SAG,1.0,$400.00
2513,2017,Berkeley Indonesian Student Association,SAG,3.0,$500.00
2514,2017,Berkeley Model United Nations,SAG,3.0,$0.00
2515,2017,Berkeley Urban Studies Student Association,SAG,1.0,$0.00
2516,2017,Berkeley Water Group Idea Lab,SAG,2.0,$500.00
2517,2017,Berkeley Women in Business,SAG,14.0,$500.00
2518,2017,BerkOp (Berkeley Opinion),SAG,1.0,$650.00
2519,2017,Best Laid Plans,SAG,1.0,$400.00
2520,2017,Beta Alpha Psi,SAG,1.0,$0.00
2521,2017,Beyond Academia,SAG,1.0,$0.00
2522,2017,Black Engineering and Science Student Association,SAG,3.0,$0.00
2523,2017,Black Recruitment and Retention Center,SAG,35.0,"$50,300.00"
2524,2017,Black Student Union,SAG,8.0,$500.00
2525,2017,Black Students in Health Association,SAG,2.0,$200.00
2526,2017,Blockchain at Berkeley,SAG,1.0,$0.00
2527,2017,Board Games at Berkeley,SAG,1.0,$500.00
2528,2017,Bridge Year to Berkeley,SAG,1.0,$400.00
2529,2017,BridgeUSA at Berkeley,SAG,1.0,$400.00
2530,2017,Business Careers in Entertainment Club,SAG,4.0,$800.00
2531,2017,Cal Actuarial League,SAG,13.0,$450.00
2532,2017,Cal American Civil Liberties Union,SAG,1.0,$400.00
2533,2017,Cal Berkeley Democrats,SAG,20.0,"$4,200.00"
2534,2017,Cal Dragon Boat,SAG,14.0,"$2,500.00"
2535,2017,Cal Hawaii Club,SAG,29.0,"$3,400.00"
2536,2017,Cal Hiking and Outdoor Society,SAG,69.0,"$5,000.00"
2537,2017,Cal in the Capital,SAG,40.0,"$3,750.00"
2538,2017,Cal Japan Club,SAG,10.0,$300.00
2539,2017,Cal Opportunity Scholars Association,SAG,1.0,$400.00
2540,2017,Cal Performances Student Ambassadors for the Arts,SAG,4.0,$500.00
2541,2017,Cal Pre-Vet Club,SAG,8.0,$200.00
2542,2017,Cal Super Mileage Vehicle,SAG,1.0,$400.00
2543,2017,Cal Taiko,SAG,13.0,"$4,000.00"
2544,2017,Cal Undergraduate Public Health Coalition,SAG,14.0,$600.00
2545,2017,California Health Professional Student Alliance,SAG,1.0,$500.00
2546,2017,California Mock Trial,SAG,17.0,"$17,500.00"
2547,2017,Californium Brewing and Winemaking,SAG,4.0,$480.00
2548,2017,CalSlam,SAG,13.0,$600.00
2549,2017,Career Attainment in Responsible Enterprises,SAG,1.0,$500.00
2550,2017,Catholic Students at Cal - Newman Hall,SAG,6.0,$500.00
2551,2017,Chinese A Cappella at Berkeley,SAG,4.0,$500.00
2552,2017,Chinese Finance Club,SAG,1.0,$400.00
2553,2017,Chinese People Union,SAG,14.0,"$1,500.00"
2554,2017,Chinese Psychology Group at Berkeley,SAG,1.0,$400.00
2555,2017,Chinese Student Association,SAG,28.0,"$6,000.00"
2556,2017,Cinebears,SAG,1.0,$0.00
2557,2017,Circle K International,SAG,23.0,"$4,500.00"
2558,2017,Civil & Environmental Engineering Joint Fundraising Committee,SAG,1.0,$0.00
2559,2017,"Coalition to Defend Affirmative Action, Integration, and Immigrant Rights and Fight for Equality By Any Means Necessary",SAG,19.0,"$3,500.00"
2560,2017,CodeBase,SAG,2.0,$0.00
2561,2017,Cognitive Science Student Association,SAG,6.0,$500.00
2562,2017,Colombians at Berkeley,SAG,4.0,$500.00
2563,2017,Committee for Korea Studies,SAG,13.0,"$1,000.00"
2564,2017,Computer Science Undergraduate Association,SAG,43.0,"$2,300.00"
2565,2017,Conservation and Resource Studies Student Organization,SAG,7.0,$400.00
2566,2017,Consult Your Community (CYC) at Berkeley,SAG,5.0,$900.00
2567,2017,Creative Applications to Life in Origami,SAG,6.0,$400.00
2568,2017,Crossroads Dance Team,SAG,1.0,$400.00
2569,2017,CS Kickstart,SAG,5.0,$0.00
2570,2017,Curling Club at Berkeley,SAG,5.0,$600.00
2571,2017,Danceworx,SAG,21.0,"$3,430.00"
2572,2017,Data Science Society at Berkeley,SAG,1.0,$400.00
2573,2017,Debate Society of Berkeley,SAG,6.0,$466.00
2574,2017,DeCadence,SAG,17.0,"$2,150.00"
2575,2017,Delta Kappa Alpha,SAG,2.0,$0.00
2576,2017,Delta Sigma Pi,SAG,11.0,"$1,300.00"
2577,2017,Delta Xi Phi Multicultural Sorority,SAG,1.0,$600.00
2578,2017,Democratic Education at Cal (DeCal),SAG,36.0,"$5,000.00"
2579,2017,Department of Integrative Biology Students,SAG,3.0,$100.00
2580,2017,Dil Se,SAG,2.0,$0.00
2581,2017,Drawn to Scale,SAG,7.0,$600.00
2582,2017,East Asian Union,SAG,8.0,"$1,900.00"
2583,2017,Eggster Organization,SAG,17.0,"$1,100.00"
2584,2017,EGO (Cal's Traditional Korean Percussion Group),SAG,7.0,"$1,000.00"
2585,2017,Engineering Solutions at Berkeley,SAG,1.0,$400.00
2586,2017,Engineering Student Council,SAG,26.0,"$77,000.00"
2587,2017,English Undergraduate Association,SAG,25.0,$300.00
2588,2017,eSports at Berkeley,SAG,6.0,$850.00
2589,2017,Fashion and Student Trends,SAG,6.0,$500.00
2590,2017,Fei Tian Dancers,SAG,14.0,$500.00
2591,2017,Fellowship in Christ in Berkeley,SAG,12.0,$300.00
2592,2017,Food Science and Tech at Cal,SAG,4.0,$0.00
2593,2017,"Food, Equity, Entrepreneurship, & Development",SAG,2.0,$400.00
2594,2017,FoodInno,SAG,2.0,$400.00
2595,2017,Foresight Pre-Optometry Club,SAG,26.0,"$1,175.00"
2596,2017,Free Ventures,SAG,1.0,$400.00
2597,2017,Freshman and Sophomore Business Club,SAG,1.0,$400.00
2598,2017,Friends of the Co-ops,SAG,85.0,"$10,000.00"
2599,2017,"Future Business Leaders of America-Phi Beta Lambda, Inc. (Berkeley PBL)",SAG,12.0,"$1,700.00"
2600,2017,Future Physicians at Berkeley,SAG,1.0,$380.00
2601,2017,Geological Association at Berkeley,SAG,2.0,$250.00
2602,2017,Global Internships @ Berkeley,SAG,4.0,$300.00
2603,2017,Golden Bear Competitive Bhangra,SAG,4.0,$0.00
2604,2017,Golden Paw Productions,SAG,4.0,$400.00
2605,2017,Golden Squares,SAG,4.0,$500.00
2606,2017,Golden Women,SAG,1.0,$0.00
2607,2017,Haas Undergraduate Black Business Association,SAG,10.0,$400.00
2608,2017,Hermanos Unidos,SAG,12.0,$955.00
2609,2017,Hindu Students Council (HSC),SAG,10.0,"$1,400.00"
2610,2017,Hong Kong Student Association,SAG,25.0,"$2,400.00"
2611,2017,Horn of Africa Student Association,SAG,4.0,$600.00
2612,2017,Human Capital Group,SAG,1.0,$400.00
2613,2017,Indian Students Association,SAG,14.0,"$7,600.00"
2614,2017,Indus,SAG,29.0,"$13,700.00"
2615,2017,International Students Association At Berkeley,SAG,17.0,"$1,700.00"
2616,2017,InterVarsity Christian Fellowship,SAG,19.0,"$4,000.00"
2617,2017,Intro to Surgery,SAG,1.0,$400.00
2618,2017,Invention Corps of Berkeley,SAG,1.0,$400.00
2619,2017,Iranian Students Cultural Organization,SAG,20.0,"$2,000.00"
2620,2017,Irish Dancers of Berkeley,SAG,4.0,$500.00
2621,2017,Italian Society at Berkeley,SAG,17.0,"$1,200.00"
2622,2017,Jain Students Association,SAG,1.0,$500.00
2623,2017,Jericho!,SAG,1.0,$900.00
2624,2017,Juggers of the Seven Regents,SAG,1.0,$300.00
2625,2017,Kappa Gamma Delta,SAG,15.0,"$1,100.00"
2626,2017,Kappa Alpha Pi,SAG,4.0,"$3,500.00"
2627,2017,Kendo Club,SAG,1.0,$400.00
2628,2017,Kink Club,SAG,1.0,"$5,400.00"
2629,2017,Klesis,SAG,7.0,$733.00
2630,2017,Koinonia Campus Fellowship,SAG,13.0,"$1,250.00"
2631,2017,Korean American Student Association,SAG,36.0,"$19,300.00"
2632,2017,Korean Performance Group,SAG,2.0,$400.00
2633,2017,Korean Pre-Health Association,SAG,2.0,$100.00
2634,2017,Korean Undergraduate Networking Association,SAG,10.0,$500.00
2635,2017,Korean-American Scientists and Engineers Association,SAG,2.0,$400.00
2636,2017,La Dolce Vita Italian Studies Club,SAG,1.0,$0.00
2637,2017,Latin American Leadership Society,SAG,3.0,$500.00
2638,2017,Latino Pre-Law Society,SAG,3.0,$500.00
2639,2017,Latinx Emerging in English,SAG,1.0,$400.00
2640,2017,Launchpad,SAG,1.0,$400.00
2641,2017,Lawyers Without Borders Student Division at UC Berkeley,SAG,1.0,$400.00
2642,2017,Le Cercle Francais of Berkeley,SAG,10.0,$400.00
2643,2017,Liberty in North Korea Berkeley Chapter,SAG,13.0,$800.00
2644,2017,Lindy on Sproul,SAG,7.0,"$1,100.00"
2645,2017,"Magic Club, The",SAG,2.0,$400.00
2646,2017,Main Stacks Dance Team,SAG,9.0,"$1,500.00"
2647,2017,Mariachi Luz de Oro,SAG,6.0,$500.00
2648,2017,Marketing Community at Berkeley,SAG,4.0,$500.00
2649,2017,Materials Science and Engineering Association,SAG,4.0,$0.00
2650,2017,Mathematical Undergraduate Student Association,SAG,1.0,$500.00
2651,2017,Mexican Association of Students at Berkeley,SAG,3.0,$500.00
2652,2017,Molecular and Cell Biology Cell Neurobiological Association,SAG,4.0,$500.00
2653,2017,Molecular and Cell Biology Undergraduate Student Association,SAG,4.0,$500.00
2654,2017,"Movement, The",SAG,17.0,"$3,500.00"
2655,2017,Muslim Student Association,SAG,31.0,"$14,400.00"
2656,2017,National Organization for Women,SAG,17.0,"$1,200.00"
2657,2017,Natya at Berkeley,SAG,4.0,$315.00
2658,2017,Nazakat at Berkeley,SAG,1.0,$400.00
2659,2017,Net Impact at Berkeley,SAG,16.0,$0.00
2660,2017,Next Generation Consulting at Berkeley,SAG,2.0,$400.00
2661,2017,Nikkei Choral Ensemble,SAG,1.0,$400.00
2662,2017,Nikkei Student Union,SAG,15.0,"$1,500.00"
2663,2017,Olive Tree Initiative,SAG,7.0,$800.00
2664,2017,Organization of African Students at Berkeley,SAG,3.0,$400.00
2665,2017,Out for Business at Berkeley,SAG,1.0,$400.00
2666,2017,"Out in Science, Technology, Engineering, and Mathematics",SAG,7.0,$0.00
2667,2017,Outlet,SAG,4.0,$400.00
2668,2017,Pakistani Student Association,SAG,15.0,"$1,000.00"
2669,2017,Parliamentary Debate at Berkeley [formerly Speech and Debate at Berkeley],SAG,8.0,"$2,234.00"
2670,2017,Pars Network at Berkeley,SAG,1.0,$400.00
2671,2017,Partnership for Pre-Professional Pilipinos,SAG,17.0,"$1,000.00"
2672,2017,PartySafe at Cal,SAG,5.0,$500.00
2673,2017,Phalanx: Pre-Medical Consulting,SAG,4.0,$500.00
2674,2017,"Phi Alpha Delta Law Fraternity, International",SAG,9.0,$400.00
2675,2017,Phi Alpha Theta,SAG,4.0,$600.00
2676,2017,Phi Chi Pre-Health Fraternity,SAG,7.0,$600.00
2677,2017,Phi Delta Epsilon,SAG,10.0,$500.00
2678,2017,Phi Sigma Pi National Honor Fraternity (PSP),SAG,3.0,$500.00
2679,2017,Phoenix Consulting Group,SAG,1.0,$0.00
2680,2017,Phoenix Symphony at Berkeley,SAG,3.0,$500.00
2681,2017,Pi Sigma Epsilon,SAG,5.0,$900.00
2682,2017,Pi Tau Sigma,SAG,3.0,$500.00
2683,2017,Pilipino American Alliance,SAG,27.0,"$8,500.00"
2684,2017,Pilipino Association for Health Careers,SAG,25.0,"$2,500.00"
2685,2017,"Pilipino Association of Scientists, Architects, and Engineers (PASAE)",SAG,29.0,"$1,300.00"
2686,2017,Pilipino Basketball Association,SAG,2.0,$100.00
2687,2017,Pointe of Berkeley,SAG,1.0,$400.00
2688,2017,Pokemon Club at Berkeley,SAG,5.0,$500.00
2689,2017,Portraits of Kindness at Berkeley,SAG,5.0,$500.00
2690,2017,PreDental Society (PDS),SAG,34.0,$850.00
2691,2017,Pre-Medical Honor Society,SAG,1.0,$0.00
2692,2017,Pre-Nursing Society,SAG,5.0,$450.00
2693,2017,Pre-Pharmacy Informational Learning and Leadership Society,SAG,17.0,"$2,000.00"
2694,2017,Progressive Student Association,SAG,3.0,$500.00
2695,2017,"Project Pengyou, Berkeley Chapter",SAG,3.0,$500.00
2696,2017,Psi Chi,SAG,11.0,$200.00
2697,2017,Quidditch League at Berkeley,SAG,9.0,$0.00
2698,2017,Raas at Berkeley,SAG,1.0,$400.00
2699,2017,Ra-On,SAG,7.0,$533.00
2700,2017,Re-Entry and Transfer Student Association,SAG,20.0,"$1,200.00"
2701,2017,Regents' and Chancellor's Scholars Association,SAG,3.0,$500.00
2702,2017,Rising Immigrant Scholars through Education,SAG,9.0,"$5,000.00"
2703,2017,Robotics at Berkeley,SAG,3.0,$0.00
2704,2017,Rubik's Cube Club at Berkeley,SAG,6.0,$317.00
2705,2017,Russian Student Association,SAG,12.0,$500.00
2706,2017,SACNAS at Berkeley: Undergraduate Chapter,SAG,5.0,$533.00
2707,2017,Salsa at Cal,SAG,6.0,$700.00
2708,2017,Sather Health: Issues in Student Health,SAG,6.0,$491.00
2709,2017,Seed Base Consulting,SAG,1.0,$100.00
2710,2017,Sigma Alpha Nu,SAG,7.0,$275.00
2711,2017,Sigma Eta Pi,SAG,1.0,$400.00
2712,2017,Sigma Iota Rho: International & Area Studies Honor Society,SAG,4.0,$500.00
2713,2017,Sigma Mu Delta,SAG,1.0,$0.00
2714,2017,"Sigma Psi Zeta Sorority, Inc.",SAG,3.0,$500.00
2715,2017,Sikh Students Association,SAG,13.0,"$1,034.00"
2716,2017,Smash at Berkeley,SAG,2.0,$300.00
2717,2017,Socially Engaged Engineers,SAG,1.0,$0.00
2718,2017,Society of Asian Scientists and Engineers (SASE),SAG,6.0,$0.00
2719,2017,Sociological Research Symposium Committee,SAG,4.0,$500.00
2720,2017,Songwriting at Berkeley,SAG,1.0,$400.00
2721,2017,South Asians for Social Justice,SAG,1.0,$400.00
2722,2017,South Indian Society,SAG,2.0,$400.00
2723,2017,Speech at Berkeley,SAG,5.0,$750.00
2724,2017,SPIRE,SAG,3.0,$600.00
2725,2017,Sports Business Club at Berkeley,SAG,1.0,$400.00
2726,2017,Steel Bridge Competition Team,SAG,3.0,$0.00
2727,2017,Strait Talk,SAG,10.0,"$1,200.00"
2728,2017,Students for Hip Hop,SAG,17.0,"$5,634.00"
2729,2017,Students for Justice in Palestine,SAG,11.0,$950.00
2730,2017,Students for Life at Berkeley,SAG,19.0,"$1,900.00"
2731,2017,Students for Sensible Drug Policy UC Berkeley Chapter,SAG,7.0,$600.00
2732,2017,Students For Social Change,SAG,1.0,$400.00
2733,2017,Students Organize For Syria,SAG,2.0,$400.00
2734,2017,Students United for Reproductive Justice at Berkeley,SAG,2.0,$400.00
2735,2017,Surf Team at Berkeley,SAG,7.0,$600.00
2736,2017,T.I.n.Y. Chinese Drama and Entertainment Company,SAG,2.0,$400.00
2737,2017,Taiwanese American Student Association,SAG,21.0,"$2,200.00"
2738,2017,Taiwanese Student Association,SAG,21.0,"$2,700.00"
2739,2017,TBD Comedy,SAG,4.0,$500.00
2740,2017,Telegraph Green,SAG,1.0,$200.00
2741,2017,Thai Students Association,SAG,1.0,$400.00
2742,2017,The Bearettes Drill Team at Berkeley,SAG,2.0,$400.00
2743,2017,The Berkeley Forum,SAG,6.0,"$5,000.00"
2744,2017,The Californians,SAG,15.0,"$2,100.00"
2745,2017,The Classical Forum,SAG,3.0,$500.00
2746,2017,The Lobby Days Coalition at Berkeley,SAG,3.0,$500.00
2747,2017,Theatrical,SAG,2.0,$0.00
2748,2017,Thrive Dance Company,SAG,5.0,$500.00
2749,2017,Tikvah: Students for Israel,SAG,1.0,$400.00
2750,2017,Tiny House in My Backyard,SAG,3.0,$500.00
2751,2017,Turkish Student Association of Berkeley,SAG,1.0,$400.00
2752,2017,UC Berkeley Model United Nations,SAG,25.0,"$8,900.00"
2753,2017,UC Jazz Ensembles,SAG,30.0,"$2,500.00"
2754,2017,UC Rally Committee,SAG,117.0,"$36,500.00"
2755,2017,ULAB: Undergraduate Laboratory at Berkeley,SAG,1.0,$400.00
2756,2017,Undergraduate Communications Association,SAG,3.0,$500.00
2757,2017,Undergraduate Composers Club,SAG,1.0,$400.00
2758,2017,Undergraduate Economics Association,SAG,17.0,$600.00
2759,2017,Undergraduate Financial Assn/Undergraduate Management Consulting Group,SAG,10.0,$300.00
2760,2017,Undergraduate Marketing Association,SAG,21.0,$600.00
2761,2017,Undergraduate Political Science Association,SAG,1.0,$400.00
2762,2017,Undergraduate Statistics Association,SAG,3.0,$500.00
2763,2017,Undergraduate Women in Economics at Berkeley,SAG,1.0,$400.00
2764,2017,United Nations Association of Berkeley,SAG,5.0,$400.00
2765,2017,United Pre-Health Peers,SAG,1.0,$400.00
2766,2017,Upsync,SAG,2.0,$0.00
2767,2017,Valley Consulting Group,SAG,2.0,$400.00
2768,2017,VISION,SAG,6.0,$500.00
2769,2017,Voyager Consulting,SAG,4.0,$500.00
2770,2017,Women in Mathematics at Berkeley,SAG,4.0,$500.00
2771,2017,Wrestling Club at Berkeley,SAG,2.0,$400.00
2772,2017,Yemeni Student Association of Berkeley,SAG,1.0,$400.00
2773,2017,Zahanat,SAG,1.0,$400.00
2774,2017,*UC Berkeley Public Service Center*,SISG,49.0,"$45,000.00"
2775,2017,100 Strong,SISG,4.0,$600.00
2776,2017,Academic Cultural Enrichment Coaches,SISG,2.0,$500.00
2777,2017,"Alpha Kappa Alpha Sorority, Incorporated.",SISG,3.0,$600.00
2778,2017,Alternative Breaks,SISG,15.0,"$2,650.00"
2779,2017,American Bone Health at Berkeley,SISG,3.0,$600.00
2780,2017,American Red Cross at Cal,SISG,13.0,"$6,000.00"
2781,2017,Amnesty International,SISG,8.0,$800.00
2782,2017,ANova,SISG,1.0,$0.00
2783,2017,Anti-Trafficking Coalition at Berkeley (Formerly Stop the Traffick),SISG,9.0,"$1,500.00"
2784,2017,"Asha for Education, Berkeley",SISG,13.0,"$1,400.00"
2785,2017,Asian American Pacific Islander Health Research Group,SISG,4.0,$800.00
2786,2017,ASUC Student Legal Clinic,SISG,34.0,$500.00
2787,2017,Bay Area Environmentally Aware Consulting Network,SISG,9.0,$400.00
2788,2017,Bears 4 Elder Welfare,SISG,6.0,$436.00
2789,2017,Bears for Palestine,SISG,3.0,$500.00
2790,2017,Berkeley Cambodian Student Association,SISG,3.0,$800.00
2791,2017,Berkeley Disaster Response Team,SISG,2.0,$150.00
2792,2017,Berkeley Medical Reserve Corps,SISG,4.0,$600.00
2793,2017,Best Buddies at Berkeley,SISG,11.0,$530.00
2794,2017,Bhagat Puran Singh Health Initiative,SISG,3.0,$600.00
2795,2017,Big Ideas@Berkeley,SISG,1.0,$400.00
2796,2017,Blood Pressure Project,SISG,4.0,$500.00
2797,2017,"Blueprint, Technology for Nonprofits",SISG,6.0,$600.00
2798,2017,Body Peace,SISG,5.0,$235.00
2799,2017,bridges Multicultural Resource Center,SISG,21.0,"$33,500.00"
